1,233626319967,2652
2,0,12553
3,0,15157
4,0,22306
5,0,10467
6,0,9020
7,0,4886
8,0,11297
9,0,22078
10,0,24308
11,0,29734
12,221365341306,2288
13,0,16675
14,0,24028
15,0,9657
16,0,24336
17,0,14974
18,0,15378
19,0,28658
20,0,12525
21,0,21055
22,0,12471
23,0,4469
24,0,13479
25,0,3590
26,0,12741
27,0,15414
28,0,27662
29,0,26660
30,0,6057
31,0,26130
32,0,27486
33,0,23759
34,0,6033
35,0,22164
36,0,18937
37,0,8872
38,0,24129
39,0,26825
40,0,25541
41,0,11631
42,0,12008
43,0,22526
44,0,14938
45,0,21294
46,0,26902
47,0,16828
48,0,11653
49,0,26506
50,0,27720
51,0,7605
52,0,24319
53,0,3965
54,0,25322
55,0,8524
56,0,3888
57,0,9241
58,0,25901
59,0,19286
60,0,5418
61,0,9025
62,0,6305
63,0,21074
64,0,4306
65,0,29810
66,0,22656
67,0,7035
68,0,19665
69,0,4084
70,0,25193
71,0,10709
72,0,27262
73,0,13892
74,0,28274
75,0,15769
76,251376261264,3220
77,0,4381
78,0,15172
79,0,8301
80,0,8510
81,0,25890
82,0,19411
83,0,11275
84,0,8050
85,0,10965
86,0,26215
87,0,19802
88,0,19563
89,0,7504
90,0,26907
91,0,17840
92,0,19859
93,0,8701
94,0,20954
95,0,21277
96,0,9728
97,0,15317
98,0,21043
99,0,7618
100,0,27472
101,0,6652
102,0,11732
103,214820213317,2104
104,0,28561
105,0,21367
106,0,24520
107,0,4261
108,0,27630
109,0,26838
110,0,21549
111,0,11178
112,0,3668
113,0,19615
114,0,7645
115,0,25440
116,0,14965
117,0,14483
118,0,25274
119,0,5777
120,218054552430,2194
121,0,6179
122,0,11237
123,0,18716
124,0,29661
125,0,29384
126,0,14767
127,0,9334
128,0,19248
129,0,18565
130,232088010878,2605
131,0,12992
132,0,27060
133,0,5601
134,0,19206
135,0,25062
136,0,11740
137,0,8617
138,0,13573
139,0,14512
140,0,15614
141,0,6961
142,0,20681
143,0,20883
144,0,18425
145,0,8952
146,0,26122
147,0,28060
148,0,22637
149,0,26636
150,0,21159
151,0,5441
152,0,15487
153,0,7712
154,0,17387
155,0,8037
156,0,29944
157,0,3779
158,0,20708
159,0,8445
160,0,4673
161,0,16989
162,0,3579
163,0,16004
164,0,20391
165,0,8675
166,0,11219
167,0,11501
168,0,7693
169,0,6090
170,0,11954
171,0,10123
172,0,9991
173,0,25538
174,0,24759
175,230471043892,2556
176,249838261328,3169
177,0,7517
178,0,22078
179,0,10599
180,0,20198
181,0,17074
182,0,10993
183,0,27067
184,0,20776
185,0,6498
186,0,8577
187,0,27834
188,0,24452
189,0,6841
190,0,15203
191,243739373670,2970
192,0,7231
193,0,25630
194,0,20915
195,0,6828
196,0,15872
197,0,9496
198,0,28567
199,0,20046
200,0,17686
201,0,21796
202,0,26780
203,0,5316
204,0,9486
205,0,25081
206,0,22393
207,0,20864
208,0,10985
209,0,25147
210,0,21250
211,246118390181,3047
212,0,19788
213,0,14120
214,0,14431
215,0,24957
216,0,15417
217,251286058575,3217
218,0,22167
219,217734038899,2185
220,0,5495
221,0,26214
222,0,28774
223,0,18725
224,231297740332,2581
225,0,26539
226,0,27934
227,249838261328,3169
228,0,5466
229,0,10718
230,0,15044
231,0,29745
232,0,17689
233,0,20197
234,0,19439
235,0,17149
236,0,12226
237,0,26609
238,0,5833
239,0,19458
240,0,19764
241,0,24636
242,0,20996
243,0,17899
244,0,24950
245,229507515819,2527
246,0,18403
247,0,20131
248,0,10588
249,0,24388
250,0,8387
251,0,77396
252,0,42908
253,0,136836
254,0,22824
255,0,85319
256,0,97632
257,0,173625
258,0,117874
259,0,61886
260,0,129142
261,0,108281
262,0,51204
263,0,104109
264,0,169385
265,0,61768
266,0,84515
267,0,82048
268,0,136492
269,0,157904
270,0,196174
271,0,192549
272,0,36341
273,0,196474
274,0,113717
275,0,41508
276,0,58219
277,0,140326
278,0,81686
279,0,95271
280,0,59402
281,0,23331
282,0,177822
283,0,57409
284,0,135689
285,0,45934
286,0,59772
287,0,192060
288,0,76529
289,0,183023
290,0,149768
291,0,183425
292,0,11517
293,0,71021
294,0,160640
295,0,43849
296,0,159960
297,0,164192
298,0,43410
299,0,119536
300,0,119598
301,0,56046
302,0,121040
303,0,140884
304,0,198982
305,0,57920
306,0,34842
307,0,121999
308,0,85244
309,0,191596
310,0,54882
311,0,89964
312,0,147402
313,0,12999
314,0,79552
315,0,134510
316,0,180691
317,0,50710
318,0,13268
319,0,147631
320,0,130030
321,0,115023
322,0,165636
323,0,101214
324,0,14771
325,0,184065
326,0,188766
327,0,110980
328,0,184912
329,0,80669
330,0,31175
331,0,157405
332,0,156836
333,0,153128
334,0,148172
335,0,95962
336,0,199522
337,0,58262
338,0,88480
339,0,97844
340,0,111214
341,0,174761
342,0,39184
343,0,170886
344,0,134271
345,0,10452
346,0,161459
347,0,185106
348,0,167716
349,0,51524
350,0,86418
351,16712229855,500000
352,16712229855,500000
353,16712229855,500000
